0.143781,9.489541
0.060103,7.873486
0.077670,5.825261
0.160806,7.397067
0.123863,12.757937
0.089377,5.988290
0.082127,1.806794
0.125881,4.405843
0.029810,1.102953
0.112434,13.379640
0.099935,19.387412
0.111333,25.272577
0.084762,16.698203
0.145039,3.045819
0.131848,15.294345
0.115072,117.488159
0.118452,25.704131
0.113403,27.443435
0.105598,9.820628
0.160017,44.644859
0.086706,15.867174
0.141815,4.821697
0.149625,8.827889
0.099501,20.298270
0.068843,1.170331
0.153378,11.349958
0.103232,4.438980
0.136385,6.955656
0.117293,8.562421
0.149397,20.616805
0.090343,14.183866
0.074731,3.063989
0.167076,12.864836
0.083453,1.669052
0.110369,6.180659
0.091204,18.605556
0.151895,2.734109
0.050499,6.968853
0.076675,13.571527
0.132540,11.000813
0.038450,27.491476
0.127335,6.494097
0.059643,6.560745
0.113748,11.602308
0.127245,6.489478
0.068654,21.694811
0.089592,4.569215
0.090768,19.151943
0.167940,12.091703
0.130161,19.914706
0.049823,19.281592
0.149052,6.856403
0.097328,6.034362
0.071090,81.184544
0.092888,68.365585
0.155054,6.667311
0.080024,34.170075
0.114734,4.704111
0.072063,30.338645
0.090779,58.280389
0.090379,77.364229
0.090371,118.567231
0.115365,29.418083
0.130489,19.312436
0.148760,42.991560
0.101626,9.654465
0.101474,7.306114
0.074419,35.497635
0.058009,5.626912
0.121612,57.279095
0.117221,39.269068
0.130042,11.313620
0.167762,10.904514
0.120443,22.281897
0.107982,30.235074
0.147705,26.586967
0.047902,3.927985
0.067718,3.927640
0.061570,24.135602
0.113891,3.075065
0.123750,10.766218
0.118299,15.142279
0.130542,43.470396
0.213405,20.700268
0.085453,19.654164
0.118603,8.658032
0.060239,49.456533
0.095014,62.898992
0.114372,27.678125
0.109043,33.585157
0.116401,12.338497
0.084151,20.196250
0.116946,67.361041
0.074276,31.567191
0.066583,3.528873
0.047839,1.913554
0.109153,40.168237
0.111733,21.341090
0.114746,87.321340
0.126324,14.274606
0.122815,6.509198
0.092766,33.952219
0.114087,120.475794
0.149942,5.098039
0.088412,7.691862
0.094742,11.463739
0.079672,4.302302
0.095659,13.296640
0.131293,150.199469
0.171379,22.107947
0.073167,15.365025
0.090692,5.169440
0.056467,8.695986
0.086520,106.765663
0.129311,45.388093
0.093643,5.244013
0.173657,19.796912
0.100943,4.643386
0.105036,33.821535
0.106729,18.357368
0.072185,14.003898
0.098198,10.801738
0.100108,20.722440
0.188196,6.398662
0.120152,135.051375
0.081839,68.172230
0.176818,4.066815
0.147632,28.492963
0.103581,37.185546
0.100408,13.755959
0.117229,30.245145
0.035486,21.007946
0.077156,11.881969
0.115416,27.930690
0.036249,4.494915
0.100403,122.090168
0.107456,19.234626
0.151610,12.280435
0.112500,19.687487
0.067733,3.386640
0.081699,21.976965
0.109538,7.448595
0.109032,21.588325
0.103739,37.242455
0.116305,13.956576
0.084124,18.675578
0.120058,26.172747
0.111329,1.447275
0.033371,1.768641
0.142294,51.225871
0.148043,22.206493
0.061125,21.516052
0.088198,22.402353
0.081799,15.705364
0.056918,14.514044
0.101993,10.403251
0.133706,20.858137
0.055027,18.929208
0.122145,7.084409
0.200676,55.988534
0.113035,13.677279
0.085627,47.523146
0.072058,8.142575
0.087689,47.790548
0.138256,33.596197
0.099956,10.495340
0.070881,6.591937
0.081376,14.647693
0.090806,141.838267
0.111413,8.244588
0.078508,167.613784
0.089087,18.708355
0.218772,22.971059
0.145466,211.507594
0.089573,2.149751
0.113838,2.618275
0.115556,13.288948
0.093432,109.501834
0.131633,11.320396
0.099682,4.884417
0.077119,24.677992
0.134377,9.137618
0.094536,150.785216
0.140090,28.298270
